管理都道府県・整備局,管理市区町村,公園名,公園種別,所在地都道府県名,所在地市区町村名,供用開始年,供用済面積（m2）,都市計画決定,備考,lat,lon,type
栃木県,宇都宮市,弥生２号児童公園,街区公園,栃木県,宇都宮市,1992,467.0,未決定,,36.54018951,139.86587451,small
栃木県,宇都宮市,ふれあい児童公園,街区公園,栃木県,宇都宮市,1992,175.0,未決定,,36.57053069,139.90022851,small
栃木県,宇都宮市,にこにこ児童公園,街区公園,栃木県,宇都宮市,1992,869.0,未決定,,36.58527601,139.87004169,small
栃木県,宇都宮市,ちびっこ児童公園,街区公園,栃木県,宇都宮市,1992,632.0,未決定,,36.58667246,139.87047764,small
栃木県,宇都宮市,上滝児童公園,街区公園,栃木県,宇都宮市,1992,255.0,未決定,,36.57491295,139.9378276,small
栃木県,宇都宮市,川俣町若葉児童公園,街区公園,栃木県,宇都宮市,1992,151.0,未決定,,36.61269895,139.92074831,small
栃木県,宇都宮市,御幸ヶ原みはら児童公園,街区公園,栃木県,宇都宮市,1992,150.0,未決定,,36.58616043,139.91911805,small
栃木県,宇都宮市,どんぐり児童公園,街区公園,栃木県,宇都宮市,1992,187.0,未決定,,36.55884307,139.84405256,small
栃木県,宇都宮市,鶴中児童公園,街区公園,栃木県,宇都宮市,1992,167.0,未決定,,36.5466472,139.8523502,small
栃木県,宇都宮市,西田５号児童公園,街区公園,栃木県,宇都宮市,1992,634.0,未決定,,36.48736279,139.86519283,small
栃木県,宇都宮市,江曽島上原児童公園,街区公園,栃木県,宇都宮市,1993,152.0,未決定,,36.5286162,139.87278801,small
栃木県,宇都宮市,緑６号児童公園,街区公園,栃木県,宇都宮市,1993,360.0,未決定,,36.52128418,139.85499449,small
栃木県,宇都宮市,岩曽４号児童公園,街区公園,栃木県,宇都宮市,1993,150.0,未決定,,36.58458865,139.9136848,small
栃木県,宇都宮市,御幸ヶ原元町児童公園,街区公園,栃木県,宇都宮市,1993,156.0,未決定,,36.58999501,139.92343778,small
栃木県,宇都宮市,駒生７号児童公園,街区公園,栃木県,宇都宮市,1993,151.0,未決定,,36.58074274,139.83739595,small
栃木県,宇都宮市,兵庫塚７号児童公園,街区公園,栃木県,宇都宮市,1993,620.0,未決定,,36.49630167,139.8562478,small
栃木県,宇都宮市,鶴田７号児童公園,街区公園,栃木県,宇都宮市,1993,306.0,未決定,,36.56643393,139.85476294,small
栃木県,宇都宮市,鶴田駅西４号児童公園,街区公園,栃木県,宇都宮市,1993,342.0,未決定,,36.54155623,139.85495747,small
栃木県,宇都宮市,三の沢西児童公園,街区公園,栃木県,宇都宮市,1993,150.0,未決定,,36.56870899,139.84887603,small
栃木県,宇都宮市,鶴田しらさぎ児童公園,街区公園,栃木県,宇都宮市,1993,297.0,未決定,,36.55379473,139.85338539,small
栃木県,宇都宮市,折鶴１号児童公園,街区公園,栃木県,宇都宮市,1993,150.0,未決定,,36.5532009,139.85741172,small
栃木県,宇都宮市,若松原２号児童公園,街区公園,栃木県,宇都宮市,1993,261.0,未決定,,36.50053737,139.87058667,small
栃木県,宇都宮市,雀天狗児童公園,街区公園,栃木県,宇都宮市,1993,150.0,未決定,,36.48910585,139.8649213,small
栃木県,宇都宮市,御幸ヶ原すこやか公園,街区公園,栃木県,宇都宮市,1994,150.0,未決定,,36.58844254,139.92285006,small
栃木県,宇都宮市,下川俣２号公園,街区公園,栃木県,宇都宮市,1994,155.0,未決定,,36.59105622,139.91971962,small
栃木県,宇都宮市,駒生北原公園,街区公園,栃木県,宇都宮市,1994,295.0,未決定,,36.57690185,139.84752036,small
栃木県,宇都宮市,若松原３号公園,街区公園,栃木県,宇都宮市,1994,151.0,未決定,,36.49741182,139.87048456,small
栃木県,宇都宮市,上大曽東公園,街区公園,栃木県,宇都宮市,1994,151.0,未決定,,36.57659372,139.89346664,small
栃木県,宇都宮市,越戸西公園,街区公園,栃木県,宇都宮市,1994,150.0,未決定,,36.56977977,139.92229369,small
栃木県,宇都宮市,鶴田南公園,街区公園,栃木県,宇都宮市,1994,150.0,未決定,,36.54385823,139.85221611,small
栃木県,宇都宮市,御幸ヶ原鐘打坂公園,街区公園,栃木県,宇都宮市,1994,150.0,未決定,,36.59053265,139.93091956,small
栃木県,宇都宮市,三ノ久保２号公園,街区公園,栃木県,宇都宮市,1994,248.0,未決定,,36.53912855,139.92442257,small
栃木県,宇都宮市,下荒針野尻公園,街区公園,栃木県,宇都宮市,1994,282.0,未決定,,36.57013985,139.83786612,small
栃木県,宇都宮市,宝木西岡公園,街区公園,栃木県,宇都宮市,1995,156.0,未決定,,36.59425798,139.84523399,small
栃木県,宇都宮市,御幸ヶ原重公園,街区公園,栃木県,宇都宮市,1995,325.0,未決定,,36.5870102,139.92578138,small
栃木県,宇都宮市,御幸本町３号公園,街区公園,栃木県,宇都宮市,1995,150.0,未決定,,36.57800863,139.92355062,small
栃木県,宇都宮市,峰向原公園,街区公園,栃木県,宇都宮市,1995,153.0,未決定,,36.55559812,139.91822713,small
栃木県,宇都宮市,戸祭立入１号公園,街区公園,栃木県,宇都宮市,1995,190.0,未決定,,36.57772501,139.8778274,small
栃木県,宇都宮市,戸祭立入２号公園,街区公園,栃木県,宇都宮市,1995,244.0,未決定,,36.57804275,139.87801114,small
栃木県,宇都宮市,兵庫塚８号公園,街区公園,栃木県,宇都宮市,1995,220.0,未決定,,36.49495403,139.85856312,small
栃木県,宇都宮市,針ヶ谷二子塚公園,街区公園,栃木県,宇都宮市,1995,241.0,未決定,,36.48810595,139.85818216,small
栃木県,宇都宮市,上戸祭鴨川公園,街区公園,栃木県,宇都宮市,1995,110.0,未決定,,36.59729732,139.86329841,small
栃木県,宇都宮市,中戸祭下原公園,街区公園,栃木県,宇都宮市,1995,179.0,未決定,,36.58173637,139.87052117,small
栃木県,宇都宮市,細谷３号児童公園,街区公園,栃木県,宇都宮市,1995,50.0,未決定,,36.58971506,139.84816664,small
栃木県,宇都宮市,泉が丘１丁目公園,街区公園,栃木県,宇都宮市,1995,298.0,未決定,,36.55942905,139.91620579,small
栃木県,宇都宮市,針ヶ谷新田公園,街区公園,栃木県,宇都宮市,1995,210.0,未決定,,36.48851907,139.85692404,small
栃木県,宇都宮市,江曽島中公園,街区公園,栃木県,宇都宮市,1995,180.0,未決定,,36.52921075,139.8730115,small
栃木県,宇都宮市,御幸本町日の出公園,街区公園,栃木県,宇都宮市,1995,113.0,未決定,,36.58065475,139.92091206,small
栃木県,宇都宮市,ユニ団地中央公園,街区公園,栃木県,宇都宮市,1995,240.0,未決定,,36.5013319,139.86299708,small
栃木県,宇都宮市,鶴田中原公園,街区公園,栃木県,宇都宮市,1996,150.0,未決定,,36.55621039,139.85430079,small
栃木県,宇都宮市,鶴田鹿沼道北公園,街区公園,栃木県,宇都宮市,1996,280.0,未決定,,36.56654758,139.85296345,small
栃木県,宇都宮市,五代西原公園,街区公園,栃木県,宇都宮市,1996,282.0,未決定,,36.4980673,139.86195295,small
栃木県,宇都宮市,御幸ヶ原道下南公園,街区公園,栃木県,宇都宮市,1996,99.0,未決定,,36.58753443,139.92246804,small
栃木県,宇都宮市,宝木悟理道公園,街区公園,栃木県,宇都宮市,1996,106.0,未決定,,36.60518585,139.84731862,small
栃木県,宇都宮市,江曽島３丁目公園,街区公園,栃木県,宇都宮市,1996,224.0,未決定,,36.52748188,139.869156,small
栃木県,宇都宮市,砥上新田山公園,街区公園,栃木県,宇都宮市,1996,207.0,未決定,,36.55430208,139.84479637,small
栃木県,宇都宮市,鶴田駅西５号公園,街区公園,栃木県,宇都宮市,1996,299.0,未決定,,36.54104667,139.85488022,small
栃木県,宇都宮市,兵庫塚１丁目公園,街区公園,栃木県,宇都宮市,1996,121.0,未決定,,36.5024129,139.85841115,small
栃木県,宇都宮市,五代兵庫公園,街区公園,栃木県,宇都宮市,1996,205.0,未決定,,36.49866152,139.8609342,small
栃木県,宇都宮市,石井町上野公園,街区公園,栃木県,宇都宮市,1996,259.0,未決定,,36.54095727,139.92578963,small
栃木県,宇都宮市,鶴田堀切公園,街区公園,栃木県,宇都宮市,1996,96.0,未決定,,36.54783629,139.86242496,small
栃木県,宇都宮市,御幸ヶ原道下西公園,街区公園,栃木県,宇都宮市,1996,130.0,未決定,,36.59058255,139.9238917,small
栃木県,宇都宮市,上戸祭梨の木堰西公園,街区公園,栃木県,宇都宮市,1996,182.0,未決定,,36.59148414,139.86605284,small
栃木県,宇都宮市,山本２丁目公園,街区公園,栃木県,宇都宮市,1996,220.0,未決定,,36.58105804,139.8854281,small
栃木県,宇都宮市,江曽島３丁目西公園,街区公園,栃木県,宇都宮市,1996,104.0,未決定,,36.52908694,139.86788017,small
栃木県,宇都宮市,上細谷南公園,街区公園,栃木県,宇都宮市,1996,224.0,未決定,,36.59324857,139.85571845,small
栃木県,宇都宮市,泉が丘２丁目公園,街区公園,栃木県,宇都宮市,1996,257.0,未決定,,36.56030023,139.92127738,small
栃木県,宇都宮市,雀天狗北公園,街区公園,栃木県,宇都宮市,1996,190.0,未決定,,36.49063006,139.86404836,small
栃木県,宇都宮市,宝木山崎公園,街区公園,栃木県,宇都宮市,1996,162.0,未決定,,36.58231428,139.84212162,small
栃木県,宇都宮市,兵庫塚３丁目東公園,街区公園,栃木県,宇都宮市,1996,186.0,未決定,,36.49873851,139.85895178,small
栃木県,宇都宮市,下栗石井境公園,街区公園,栃木県,宇都宮市,1997,123.0,未決定,,36.53014888,139.91712974,small
栃木県,宇都宮市,駒生上原公園,街区公園,栃木県,宇都宮市,1997,296.0,未決定,,36.59048014,139.84299279,small
栃木県,宇都宮市,駒生沢向公園,街区公園,栃木県,宇都宮市,1997,138.0,未決定,,36.57948782,139.83420268,small
栃木県,宇都宮市,兵庫塚３丁目南公園,街区公園,栃木県,宇都宮市,1997,189.0,未決定,,36.49335128,139.85526482,small
栃木県,宇都宮市,十郎ヶ峰西公園,街区公園,栃木県,宇都宮市,1997,137.0,未決定,,36.56940061,139.84196751,small
栃木県,宇都宮市,江曽島上原北公園,街区公園,栃木県,宇都宮市,1997,141.0,未決定,,36.53039985,139.87305619,small
栃木県,宇都宮市,鶴田堀切東公園,街区公園,栃木県,宇都宮市,1997,116.0,未決定,,36.54966677,139.86417709,small
栃木県,宇都宮市,駒生山ノ越公園,街区公園,栃木県,宇都宮市,1997,288.0,未決定,,36.57491666,139.84600036,small
栃木県,宇都宮市,西川田東浦公園,街区公園,栃木県,宇都宮市,1997,165.0,未決定,,36.52020265,139.85172428,small
栃木県,宇都宮市,砥上北原公園,街区公園,栃木県,宇都宮市,1997,600.0,未決定,,36.56078726,139.84219132,small
栃木県,宇都宮市,宝木悟理道南公園,街区公園,栃木県,宇都宮市,1997,155.0,未決定,,36.60091711,139.8521368,small
栃木県,宇都宮市,宝木西岡東公園,街区公園,栃木県,宇都宮市,1997,171.0,未決定,,36.59686174,139.84711966,small
栃木県,宇都宮市,泉が丘２丁目北公園,街区公園,栃木県,宇都宮市,1997,291.0,未決定,,36.56201288,139.9212621,small
栃木県,宇都宮市,御幸ヶ原道下北公園,街区公園,栃木県,宇都宮市,1997,183.0,未決定,,36.59126567,139.92412922,small
栃木県,宇都宮市,茂原西林公園,街区公園,栃木県,宇都宮市,1997,202.0,未決定,,36.47481,139.87492,small
栃木県,宇都宮市,西川田稚子沼公園,街区公園,栃木県,宇都宮市,1997,302.0,未決定,,36.52173216,139.85385393,small
栃木県,宇都宮市,若松原３丁目西公園,街区公園,栃木県,宇都宮市,1997,184.0,未決定,,36.5040917,139.86177739,small
栃木県,宇都宮市,五代１丁目公園,街区公園,栃木県,宇都宮市,1997,171.0,未決定,,36.48929503,139.86016104,small
栃木県,宇都宮市,宝木西岡西公園,街区公園,栃木県,宇都宮市,1997,184.0,未決定,,36.59710772,139.84415098,small
栃木県,宇都宮市,野澤あじさい公園,街区公園,栃木県,宇都宮市,1998,256.0,未決定,,36.61120822,139.86025699,small
栃木県,宇都宮市,錦１丁目西公園,街区公園,栃木県,宇都宮市,1998,347.0,未決定,,36.56883849,139.8959326,small
栃木県,宇都宮市,兵庫塚２丁目公園,街区公園,栃木県,宇都宮市,1998,125.0,未決定,,36.50161296,139.85606901,small
栃木県,宇都宮市,上大曽西公園,街区公園,栃木県,宇都宮市,1998,164.0,未決定,,36.57503176,139.88722598,small
栃木県,宇都宮市,錦１丁目北公園,街区公園,栃木県,宇都宮市,1998,131.0,未決定,,36.56988285,139.89646518,small
栃木県,宇都宮市,上野１号児童公園,街区公園,栃木県,宇都宮市,1976,4050.0,決定,,36.59425239,139.93488358,small
栃木県,宇都宮市,上野２号児童公園,街区公園,栃木県,宇都宮市,1976,2542.0,決定,,36.59181725,139.93329073,small
栃木県,宇都宮市,今泉２号児童公園,街区公園,栃木県,宇都宮市,1976,2683.0,決定,,36.56531407,139.8955128,small
栃木県,宇都宮市,鳥見塚１号児童公園,街区公園,栃木県,宇都宮市,1976,1735.0,決定,,36.56354306,139.91786209,small
栃木県,宇都宮市,向原児童公園,街区公園,栃木県,宇都宮市,1976,1595.0,決定,,36.56113448,139.9169668,small
栃木県,宇都宮市,千波児童公園,街区公園,栃木県,宇都宮市,1976,2423.0,決定,,36.56248045,139.89375518,small
栃木県,宇都宮市,石井１号児童公園,街区公園,栃木県,宇都宮市,1976,1309.0,決定,,36.54757739,139.92629319,small
栃木県,宇都宮市,石井２号児童公園,街区公園,栃木県,宇都宮市,1976,1355.0,決定,,36.54370186,139.92678287,small
栃木県,宇都宮市,おしどり塚児童公園,街区公園,栃木県,宇都宮市,1976,1649.0,決定,,36.55946779,139.88945784,small
栃木県,宇都宮市,水無１号児童公園,街区公園,栃木県,宇都宮市,1976,2191.0,決定,,36.55082719,139.89544689,small
栃木県,宇都宮市,水無２号児童公園,街区公園,栃木県,宇都宮市,1976,1853.0,決定,,36.54962291,139.8944802,small
栃木県,宇都宮市,関原児童公園,街区公園,栃木県,宇都宮市,1976,1371.0,決定,,36.48155409,139.87232315,small
栃木県,宇都宮市,雀宮児童公園,街区公園,栃木県,宇都宮市,1976,3599.0,決定,,36.48596391,139.87046666,small
栃木県,宇都宮市,江曽島２号児童公園,街区公園,栃木県,宇都宮市,1976,3442.0,決定,,36.52042779,139.86845637,small
栃木県,宇都宮市,館合1号児童公園,街区公園,栃木県,宇都宮市,1976,2153.0,決定,,36.53054912,139.86964277,small
栃木県,宇都宮市,江曽島1号児童公園,街区公園,栃木県,宇都宮市,1976,1968.0,決定,,36.52540105,139.86809983,small
栃木県,宇都宮市,城南児童公園,街区公園,栃木県,宇都宮市,1976,1784.0,決定,,36.54310559,139.87330082,small
栃木県,宇都宮市,館合２号児童公園,街区公園,栃木県,宇都宮市,1976,1598.0,決定,,36.53007094,139.86635821,small
栃木県,宇都宮市,池畑児童公園,街区公園,栃木県,宇都宮市,1976,992.0,決定,,36.51935633,139.85964628,small
栃木県,宇都宮市,緑１号児童公園,街区公園,栃木県,宇都宮市,1976,1769.0,未決定,,36.52144612,139.85842693,small
栃木県,宇都宮市,東原児童公園,街区公園,栃木県,宇都宮市,1976,3004.0,決定,,36.52582937,139.85594429,small
栃木県,宇都宮市,北原１号児童公園,街区公園,栃木県,宇都宮市,1976,1754.0,未決定,,36.55695233,139.84055715,small
栃木県,宇都宮市,上原２号児童公園,街区公園,栃木県,宇都宮市,1976,1063.0,決定,,36.55745078,139.8373684,small
栃木県,宇都宮市,上原１号児童公園,街区公園,栃木県,宇都宮市,1976,1739.0,決定,,36.55949235,139.83588433,small
栃木県,宇都宮市,中一の沢児童公園,街区公園,栃木県,宇都宮市,1976,1729.0,決定,,36.56528444,139.86339321,small
栃木県,宇都宮市,さくら児童公園,街区公園,栃木県,宇都宮市,1976,1982.0,決定,,36.56566827,139.8703568,small
栃木県,宇都宮市,一の沢１号児童公園,街区公園,栃木県,宇都宮市,1976,4000.0,決定,,36.57157459,139.86115125,small
栃木県,宇都宮市,瓦作公園,街区公園,栃木県,宇都宮市,1976,1718.0,決定,,36.59447359,139.83117761,small
栃木県,宇都宮市,石井団地児童公園,街区公園,栃木県,宇都宮市,1997,5774.0,決定,,36.5379608,139.91927368,small
栃木県,宇都宮市,駅東１号児童公園,街区公園,栃木県,宇都宮市,1979,3059.0,決定,,36.56076257,139.90508087,small
