,station_g_cd,line,pref,mun,post,address,lat,lon,line_num,crime_rate,census_0~6age_rate,census_6~18age_rate,city_park_small,city_park_middle,city_park_large,med_hospital,med_clinic_all,med_clinic_pediatrics,school_primary,school_junior_high,education_nursery,shopping_supermarket,shopping_shopping_mall,shopping_convenience_store,shopping_baby_goods_store,restaurant_num,time_tokyo,transfer_tokyo,time_shinagawa,transfer_shinagawa,time_shinjuku,transfer_shinjuku,time_shibuya,transfer_shibuya,time_ikebukuro,transfer_ikebukuro,time_average,transfer_average
小台,9930511,['都電荒川線'],東京都,荒川区,116-0011,西尾久５,35.750579,139.761779,1,5.851204160856292,0.0690199535642788,0.09387483403425605,8,0,0,2,34,12,4,2,9,3,0,4,0,254,30,1,40,1,32,1,32,1,23,1,31.4,1.0
小室,9934012,['北総鉄道北総線'],千葉県,船橋市,270-1471,小室町３１０６,35.787004,140.076073,1,5.626996740997608,0.07907833780141664,0.1201224797885942,3,0,0,0,3,1,1,1,0,0,0,0,0,13,49,1,50,0,49,1,58,1,77,1,56.6,0.8
小山,1131918,"['JR水戸線', 'JR両毛線', '宇都宮線']",栃木県,小山市,323-0025,城山町,36.312747,139.806241,3,8.37730870712401,0.07232096056975582,0.09222072915988266,9,0,0,2,31,7,2,0,5,4,1,9,2,312,71,0,77,0,66,0,71,0,61,0,69.2,0.0
小岩,1131326,['JR中央・総武線'],東京都,江戸川区,133-0056,南小岩７丁目,35.733207,139.881755,1,5.520344988536587,0.06409426185923309,0.09343379843792482,2,0,0,2,71,26,7,4,4,4,1,2,0,646,28,1,34,1,36,0,43,1,46,1,37.4,0.8
小島新田,2700307,['京急大師線'],神奈川県,川崎市川崎区,210-0822,田町２-３-１５,35.534798,139.747575,1,8.926572894376347,0.06610961231191531,0.09500184414242684,14,0,0,1,15,4,1,1,5,2,0,2,0,65,41,2,22,1,53,2,49,2,67,2,46.4,1.8
小川(東京都),2200803,['西武拝島線'],東京都,小平市,187-0031,小川東町１-２０-１,35.737573,139.463493,1,4.610404989342386,0.10564355734752681,0.12285129548798994,10,0,0,3,23,6,3,3,10,2,0,0,0,102,45,1,58,1,30,1,44,2,39,1,43.2,1.2
小川町(埼玉県),1131805,['JR八高線(高麗川～高崎)'],埼玉県,小川町,355-0328,小川町大字大塚,36.05903,139.260412,1,3.784719994868176,0.06840862179274047,0.09834850882717501,3,0,0,1,16,5,1,1,4,0,0,1,0,86,72,1,89,1,65,1,70,1,55,0,70.2,0.8
小川町(東京都),2800207,['都営新宿線'],東京都,千代田区,101-0052,神田小川町１-６,35.695487,139.767551,1,32.66787658802178,0.04444029485552208,0.044314549123363925,11,0,0,12,184,14,4,3,16,2,2,18,0,3416,2,0,13,1,8,0,17,1,10,0,10.0,0.4
小平,2200719,"['西武拝島線', '西武新宿線']",東京都,小平市,187-0041,美園町１-３４-１,35.736963,139.488491,2,4.610404989342386,0.07196718709791207,0.114729773986671,6,0,0,1,20,3,3,1,11,1,0,1,0,107,58,1,52,1,32,1,39,1,33,1,42.8,1.0
小手指,2200118,['西武池袋線'],埼玉県,所沢市,359-1141,小手指町１-８-１,35.800535,139.438016,1,5.675909114945973,0.07640093597584449,0.12122093512696643,17,0,0,2,26,7,0,0,3,3,0,2,0,154,44,1,64,1,39,1,38,0,27,0,42.4,0.6
小机,1130605,['JR横浜線'],神奈川県,横浜市港北区,222-0036,小机町,35.508533,139.599787,1,3.1989819043966388,0.09010916108482281,0.11725409307698903,4,1,0,1,10,2,2,0,0,2,0,1,0,43,41,1,34,1,46,1,26,1,37,1,36.8,1.0
小村井,2100502,['東武亀戸線'],東京都,墨田区,131-0044,文花２-２０-１,35.710316,139.827595,1,7.398331473344935,0.07231499790701573,0.10175756709217834,38,0,0,2,40,13,9,4,12,2,0,1,0,302,31,2,38,2,35,1,32,1,50,2,37.2,1.6
小田原,1130116,"['小田急線', '伊豆箱根鉄道大雄山線', '箱根登山鉄道鉄道線', 'JR東海道本線(東京～熱海)']",神奈川県,小田原市,250-0011,栄町１丁目,35.256225,139.155772,4,3.859114001009862,0.05706040118723543,0.10761010264403233,7,1,0,3,46,4,3,2,4,1,2,2,0,572,64,0,55,0,68,0,63,0,73,0,64.6,0.0
小田急多摩センター,2400208,['小田急多摩線'],東京都,多摩市,206-0033,落合１丁目,35.624902,139.424298,1,3.873669278665494,0.08862273297567441,0.12512889695853438,21,1,0,1,30,6,4,0,4,2,3,1,1,226,46,1,52,1,27,0,36,1,37,1,39.6,0.8
小田急永山,2400207,['小田急多摩線'],東京都,多摩市,206-0025,永山１丁目,35.629972,139.447943,1,3.873669278665494,0.0889160827534033,0.1062877335006601,28,0,0,1,25,5,2,2,11,3,0,1,1,122,44,1,50,1,25,0,34,1,35,1,37.6,0.8
小田急相模原,2500129,['小田急線'],神奈川県,相模原市南区,252-0314,南台三丁目20番1号,35.515134,139.422571,1,4.327755337564916,0.06125133187776808,0.09615668423529401,12,0,0,0,40,13,1,1,7,3,1,2,0,309,64,1,70,1,45,0,54,1,55,1,57.6,0.8
小竹向原,2200301,"['東京メトロ副都心線', '西武有楽町線', '東京メトロ有楽町線']",東京都,練馬区,176-0004,小竹町二丁目16-15,35.743803,139.678572,3,4.674930236295969,0.06536820217458056,0.07714476214980436,20,0,0,3,50,20,6,4,7,2,0,1,0,330,20,1,40,1,14,1,14,0,3,0,18.2,0.6
小菅,2100210,['東武伊勢崎線'],東京都,足立区,120-0015,足立２丁目,35.759039,139.812935,1,5.510936814490496,0.0788570958445176,0.09182576566397359,7,0,0,2,24,9,4,0,3,0,0,3,0,162,25,1,33,1,46,1,41,1,52,1,39.4,1.0
小金井,1131919,['宇都宮線'],栃木県,下野市,329-0414,小金井,36.374435,139.842232,1,8.00928808197742,0.10686857160516254,0.14315673296856385,7,0,0,0,9,3,2,1,5,3,0,3,0,34,77,0,83,0,72,0,77,0,67,0,75.2,0.0
小金城趾,9933303,['流鉄流山線'],千葉県,松戸市,270-0006,大金平４-２１２-２,35.83601,139.916887,1,5.652767436088359,0.08697341073994656,0.130212302551186,19,0,0,3,13,5,4,1,5,4,0,4,0,101,51,1,67,2,73,2,68,2,76,2,67.0,1.8
尻手,1130302,['JR南武線'],神奈川県,川崎市幸区,212-0016,南幸町３丁目,35.530939,139.684233,1,4.189197588414444,0.0973257064965035,0.08453318778979481,13,0,0,2,59,11,4,2,16,9,0,5,1,265,21,1,15,1,49,1,27,1,38,1,30.0,1.0
尾久,1131902,"['JR高崎線', '宇都宮線']",東京都,北区,114-0011,昭和町１丁目,35.74683,139.753846,2,6.444311531740726,0.05789226195671693,0.07774322582781602,7,0,0,2,36,15,6,6,9,2,0,2,0,274,9,0,15,0,22,1,26,1,17,1,17.8,0.6
尾山台,2600412,['東急大井町線'],東京都,世田谷区,158-0082,等々力５-５-７,35.606971,139.653862,1,4.683698162165991,0.06938670754579032,0.10895859830154137,12,0,0,1,50,13,4,5,4,3,0,3,0,228,33,1,23,1,34,1,15,1,26,1,26.2,1.0
屏風浦,2700134,['京急本線'],神奈川県,横浜市磯子区,235-0023,森３-１８-６,35.394176,139.610387,1,3.254546438948679,0.10704582777627353,0.11947898929339423,16,0,0,2,24,4,4,1,10,2,0,3,0,106,53,1,42,0,67,1,60,1,76,1,59.6,0.8
山下(東京都),2500110,['東急世田谷線'],東京都,世田谷区,154-0021,豪徳寺１-４４-５,35.653844,139.646509,1,4.683698162165991,0.05910864364087203,0.07972112525829417,13,0,0,0,63,21,4,4,5,3,0,1,0,365,27,1,29,1,11,0,15,1,21,1,20.6,0.8
山北,1150507,['JR御殿場線'],神奈川県,山北町,258-0113,郡山北町山北,35.360808,139.080212,1,1.5852293920179037,0.0677551020408163,0.1306122448979592,2,0,0,0,2,2,1,0,2,0,0,0,0,16,85,1,76,1,88,1,83,1,93,1,85.0,1.0
山手,1130705,['JR根岸線'],神奈川県,横浜市中区,231-0846,大和町２丁目,35.426891,139.646425,1,9.37213441933222,0.07583841783506734,0.11721708207147553,23,1,0,0,19,4,5,2,7,0,0,3,0,112,37,1,30,1,42,1,42,1,53,1,40.8,1.0
山田(東京都),2400303,['京王高尾線'],東京都,八王子市,193-0932,緑町４３４,35.644411,139.321082,1,4.857033521323329,0.0784371366733633,0.12576801026001308,18,1,0,1,7,1,2,1,1,1,0,1,0,45,60,1,66,1,41,0,50,1,51,1,53.6,0.8
岡部,1132319,['JR高崎線'],埼玉県,深谷市,369-0201,岡,36.205645,139.237622,1,5.7019282252400725,0.08977004178952518,0.13294642654608688,6,0,0,0,3,2,2,1,1,0,0,0,0,22,69,0,78,0,70,0,75,0,65,0,71.4,0.0
岩原,9931408,['伊豆箱根鉄道大雄山線'],神奈川県,南足柄市,250-0113,岩原２７０-１,35.298825,139.12879,1,2.032050986006558,0.08547964803881862,0.1398582137587388,4,0,0,0,5,3,2,1,3,2,0,0,0,27,82,1,73,1,86,1,81,1,91,1,82.6,1.0
岩本町,9930408,['都営新宿線'],東京都,千代田区,101-0033,神田岩本町１,35.695534,139.775866,1,32.66787658802178,0.05034760023482872,0.043928868914903635,12,0,0,3,170,14,4,1,16,5,4,16,0,3368,8,1,17,1,9,0,18,1,19,1,14.2,0.8
岩槻,2100406,['東武野田線'],埼玉県,さいたま市岩槻区,339-0057,本町,35.950239,139.693197,1,6.602854254514987,0.07592843175325338,0.12444241042983095,6,0,0,1,21,7,2,1,8,1,0,2,0,121,84,1,91,1,40,1,45,1,35,1,59.0,1.0
岸根公園,9931609,['ブルーライン'],神奈川県,横浜市港北区,222-0026,篠原町１１２３,35.496038,139.617065,1,3.1989819043966388,0.0830183383331738,0.10548463383258691,16,1,0,1,14,5,2,2,5,2,0,2,0,49,33,1,26,1,38,1,37,1,43,1,35.4,1.0
川口,1133209,['JR京浜東北線'],埼玉県,川口市,332-0017,栄町３丁目,35.801869,139.717472,1,7.062645300564597,0.09500977196731933,0.11544309753077907,29,0,0,1,67,14,4,0,13,10,3,1,4,570,26,0,36,0,40,1,53,1,16,1,34.2,0.6
川口元郷,9930702,['埼玉高速鉄道線'],埼玉県,川口市,332-0011,元郷１-２-１５,35.800187,139.730043,1,7.062645300564597,0.10185169439382301,0.13086397772942804,27,0,0,1,43,12,4,2,7,6,1,1,1,214,25,1,43,1,28,1,32,1,21,1,29.8,1.0
川和町,9934302,['グリーンライン'],神奈川県,横浜市都筑区,224-0057,川和町１２５１番地先,35.52802,139.548745,1,2.951579921700488,0.12802054292630816,0.1830311906264387,16,0,0,0,6,2,2,1,6,1,0,2,0,11,55,2,40,2,49,2,33,1,44,1,44.2,1.6
川崎,1130104,"['JR京浜東北線', 'JR東海道本線(東京～熱海)', 'JR南武線']",神奈川県,川崎市川崎区,210-0007,駅前本町,35.531311,139.697485,3,8.926572894376347,0.05583947878460442,0.06541518031432922,14,0,0,6,95,13,4,2,18,9,4,15,2,1441,14,0,8,0,44,1,24,1,36,1,25.2,0.6
川崎大師,2700304,['京急大師線'],神奈川県,川崎市川崎区,210-0802,大師駅前１-１８-１,35.535711,139.725946,1,8.926572894376347,0.08498984254528182,0.10263627873583228,13,0,0,2,14,5,3,1,8,7,0,6,1,168,37,2,18,1,49,2,45,2,63,2,42.4,1.8
川角,2100704,['東武越生線'],埼玉県,毛呂山町,350-0435,呂山町大字下川原２９３-４,35.937438,139.346426,1,4.909456740442655,0.041859091076487415,0.10869882193989877,0,0,0,1,1,1,1,1,0,0,0,2,0,16,68,2,85,2,61,2,61,1,46,1,64.2,1.6
川越,1132123,"['JR埼京線', 'JR川越線', '東武東上線']",埼玉県,川越市,350-1122,脇田町,35.906742,139.483078,3,5.690743987797402,0.06318244260100313,0.08865074324682343,6,0,0,4,48,8,1,3,4,8,4,4,1,668,42,1,59,1,35,1,39,0,25,0,40.0,0.6
川越市,2100122,['東武東上線'],埼玉県,川越市,350-0041,六軒町１-４-４,35.914146,139.476989,1,5.690743987797402,0.05927297289176039,0.08736190552585027,2,0,0,4,43,8,2,2,3,8,3,3,1,767,43,1,60,1,36,1,40,0,26,0,41.0,0.6
川間,2100413,['東武野田線'],千葉県,野田市,270-0235,尾崎８３２,35.979172,139.83385,1,6.12698019963147,0.09553313628289013,0.1596788336545864,15,0,0,0,9,6,1,0,2,3,0,2,0,75,69,1,76,1,56,1,61,1,51,1,62.6,1.0
巣鴨,1130214,"['JR山手線', '都営三田線']",東京都,豊島区,170-0002,巣鴨一丁目16-1,35.733445,139.739303,2,10.96621526477932,0.07228205708216456,0.08258520994161359,13,0,0,1,117,27,6,5,15,6,1,2,0,825,13,1,20,1,13,0,20,0,4,0,14.0,0.4
巣鴨新田,9930522,['都電荒川線'],東京都,豊島区,170-0001,西巣鴨１,35.735488,139.727769,1,10.96621526477932,0.0604638319234367,0.0654186649797023,12,0,0,5,99,29,7,6,14,4,1,5,0,901,26,1,36,1,20,1,20,1,11,1,22.6,1.0
市が尾,2600318,['東急田園都市線'],神奈川県,横浜市青葉区,225-0024,市ケ尾町１１５６-１,35.551483,139.541496,1,2.302287433966651,0.10897730967278113,0.16760655606005648,22,0,0,1,22,5,2,1,6,2,0,0,0,98,46,1,55,1,37,1,28,0,43,1,41.8,0.8
市ヶ谷,1131315,"['都営新宿線', 'JR中央・総武線', '東京メトロ有楽町線', '東京メトロ南北線']",東京都,新宿区,162-0843,市谷田町一丁目1,35.691,139.735583,4,14.20733900947356,0.07318088899704676,0.10285838212525499,8,0,0,2,121,15,5,10,8,3,2,5,0,893,10,1,21,1,4,0,13,1,9,0,11.4,0.6
市場前,9931114,['ゆりかもめ'],東京都,江東区,135-0061,豊洲６丁目,35.645684,139.78564,1,5.627282381968605,0.17649143952913648,0.07169251752466137,1,0,0,0,1,1,0,0,0,0,0,1,0,101,36,1,38,1,46,1,44,1,27,1,38.2,1.0
市大医学部,9931709,['金沢シーサイドライン'],神奈川県,横浜市金沢区,236-0004,福浦３,35.343966,139.650156,1,2.8383664064006644,0.0,0.0,1,0,0,1,6,0,0,0,0,0,0,2,0,35,75,1,45,1,76,2,73,2,92,2,72.2,1.6
市川,1131327,"['JR中央・総武線', 'JR総武本線']",千葉県,市川市,272-0034,市川１丁目,35.728903,139.908142,2,5.31000639359644,0.062420993232686996,0.08158808012939663,25,0,0,0,65,14,4,3,9,9,1,3,0,397,17,0,24,0,27,1,42,1,34,1,28.8,0.6
市川塩浜,1132609,['JR京葉線'],千葉県,市川市,272-0127,塩浜２丁目,35.666554,139.923684,1,5.31000639359644,,,4,0,0,0,0,0,1,1,0,0,0,0,0,9,22,0,33,1,41,1,37,1,39,1,34.4,0.8
市川大野,1130522,['JR武蔵野線'],千葉県,市川市,272-0805,大野町３丁目,35.755432,139.951227,1,5.31000639359644,0.09141162859005489,0.13241517834755384,9,0,0,1,11,4,1,1,1,1,0,1,0,30,34,0,45,1,53,1,49,1,51,1,46.4,0.8
市川真間,2300114,['京成本線'],千葉県,市川市,272-0826,真間１-１１-１,35.73121,139.911717,1,5.31000639359644,0.060610180358447174,0.08871041565086055,23,0,0,1,64,11,8,3,8,7,1,2,0,404,34,1,41,1,47,1,54,1,38,1,42.8,1.0
市役所前(千葉県),9933102,['千葉都市モノレール１号線'],千葉県,千葉市中央区,260-0026,千葉港地先道路,35.606878,140.107757,1,9.58209391914956,0.07941514883990827,0.11301400747991282,21,0,0,3,55,6,3,1,11,6,1,10,1,778,44,1,51,1,79,1,69,2,66,2,61.8,1.4
布田,2400117,['京王線'],東京都,調布市,182-0022,国領町５-６７-１,35.649904,139.551557,1,4.824042503961826,0.07060010428289169,0.09403037090761011,35,1,0,3,69,15,5,2,20,7,3,3,0,515,37,1,47,1,22,0,31,1,32,1,33.8,0.8
希望ヶ丘,2900111,['相鉄本線'],神奈川県,横浜市旭区,241-0825,中希望が丘,35.460399,139.5143,1,2.755478587382255,0.07545957473042908,0.17010874928347136,38,0,0,0,21,4,4,2,10,3,0,2,0,87,42,1,35,1,47,0,40,0,52,1,43.2,0.6
常盤平,9932919,['新京成線'],千葉県,松戸市,270-2261,常盤平１-２９,35.803191,139.949522,1,5.652767436088359,0.0750831655915529,0.11682880552309334,15,1,0,3,14,4,4,3,3,6,0,4,1,69,35,1,42,1,100,1,57,2,52,2,57.2,1.4
幕張,1131335,['JR中央・総武線'],千葉県,千葉市花見川区,262-0032,幕張町５丁目,35.6594,140.057899,1,4.609375,0.08479290515060758,0.1131105382067864,13,0,0,1,21,7,3,1,10,2,0,2,1,105,54,1,60,1,62,0,69,1,62,1,61.4,0.8
幕張本郷,1131334,['JR中央・総武線'],千葉県,千葉市花見川区,262-0033,幕張本郷１丁目,35.672664,140.042241,1,4.609375,0.08773507899250109,0.136697120528845,17,0,0,0,27,7,3,1,13,5,0,6,0,98,51,1,57,1,59,0,66,1,59,1,58.4,0.8
幡ヶ谷,2400103,['京王新線'],東京都,渋谷区,151-0072,幡ヶ谷一丁目,35.677061,139.676183,1,15.458752165605947,0.049967228818569215,0.05764984563690402,17,0,0,3,83,20,5,3,12,4,2,3,0,787,17,1,28,1,2,0,11,1,12,1,14.0,0.8
平井(東京都),1131324,['JR中央・総武線'],東京都,江戸川区,132-0035,平井３丁目,35.70643,139.842181,1,5.520344988536587,0.07191874228979288,0.09790849960416108,15,1,0,2,34,14,8,5,9,3,0,1,0,272,22,1,28,1,30,0,37,1,40,1,31.4,0.8
平和台(千葉県),9933305,['流鉄流山線'],千葉県,流山市,270-0164,流山４-４８３,35.85123,139.901108,1,5.648810308935443,0.0987826505046666,0.13994846991020105,18,0,0,0,7,2,2,0,3,6,0,2,1,77,55,1,71,2,77,2,72,2,80,2,71.0,1.8
平和台(東京都),2800604,['東京メトロ有楽町線'],東京都,練馬区,179-0085,早宮2-17-48,35.757863,139.653762,1,4.674930236295969,0.07971468857451512,0.11192448790709768,14,0,0,0,28,9,4,2,3,2,0,0,0,107,23,1,43,1,18,1,17,0,6,0,21.4,0.6
平和島,2700109,['京急本線'],東京都,大田区,143-0016,大森北６-１３-１１,35.57868,139.73491,1,5.695304023807598,0.0628861094089688,0.0736848056221188,42,2,0,0,38,13,6,2,6,6,1,1,0,347,19,1,5,0,31,1,27,1,43,1,25.0,0.8
平塚,1130111,['JR東海道本線(東京～熱海)'],神奈川県,平塚市,254-0034,宝町,35.327647,139.349063,1,3.54726655229701,0.06869109699284139,0.10136896054189869,39,0,0,1,75,11,2,2,14,2,2,4,1,649,49,0,42,0,54,0,49,0,59,0,50.6,0.0
平山城址公園,2400131,['京王線'],東京都,日野市,191-0043,平山５-１８-１０,35.647371,139.379926,1,3.7040416999940953,0.08820642077958506,0.11096599556643426,13,0,0,2,5,1,2,1,5,1,0,0,0,17,55,1,61,1,36,0,45,1,46,1,48.6,0.8
平沼橋,2900102,['相鉄本線'],神奈川県,横浜市西区,220-0024,西平沼町３-７,35.460355,139.616897,1,8.880363739698778,0.06644013350870345,0.06953338496603374,13,0,0,4,127,4,4,2,26,3,5,11,3,1593,28,1,21,1,33,1,28,1,38,1,29.6,1.0
平間,1130305,['JR南武線'],神奈川県,川崎市中原区,211-0014,田尻町,35.560565,139.671039,1,3.211744886457748,0.11539339826459634,0.11012849043742814,13,0,0,1,17,7,3,2,7,4,0,5,1,110,28,1,22,1,42,1,20,1,31,1,28.6,1.0
幸手,2100303,['東武日光線'],埼玉県,幸手市,340-0115,中１丁目,36.074297,139.714937,1,6.206686467138831,0.07412050450120575,0.14036842983738462,3,0,0,4,10,6,2,1,1,3,1,2,1,128,59,1,66,1,74,1,65,0,80,1,68.8,0.8
幸浦,9931706,['金沢シーサイドライン'],神奈川県,横浜市金沢区,236-0003,幸浦２-２４,35.358406,139.643706,1,2.8383664064006644,0.05643460014499275,0.14558624760310984,8,1,0,1,8,2,2,1,5,2,1,2,1,35,69,1,51,1,82,2,79,2,98,2,75.8,1.6
幸谷,1130519,['流鉄流山線'],千葉県,松戸市,270-0034,新松戸１-４４１,35.826642,139.919912,1,5.652767436088359,0.06707423256914595,0.10298168829866114,15,0,0,2,33,13,3,2,5,8,0,5,0,212,43,0,54,1,59,1,54,1,60,1,54.0,0.8
広尾,2800319,['東京メトロ日比谷線'],東京都,港区,106-0047,南麻布５-１０-２８,35.652279,139.722202,1,9.902048231894542,0.09269337192282824,0.09587252865201436,8,0,0,5,89,10,8,5,9,1,0,5,1,1106,20,1,23,1,14,1,9,1,20,1,17.2,1.0
庚申塚,9930521,['都電荒川線'],東京都,豊島区,170-0001,西巣鴨３,35.739563,139.729743,1,10.96621526477932,0.06666603110353875,0.07288346661082037,12,0,0,2,80,18,9,5,14,4,1,6,0,684,25,1,35,1,21,1,21,1,12,1,22.8,1.0
府中(東京都),2400124,['京王線'],東京都,府中市,183-0023,宮町１-１-１０,35.672245,139.4799,1,4.291631127196723,0.08088266529169022,0.08547671406655952,30,1,0,1,79,17,3,1,12,1,2,2,0,541,39,1,45,1,20,0,29,1,30,1,32.6,0.8
府中本町,1130320,"['JR武蔵野線', 'JR南武線']",東京都,府中市,183-0027,本町１丁目,35.665766,139.477142,2,4.291631127196723,0.0881247413950535,0.09493736943186301,24,0,0,0,64,12,4,1,10,1,3,1,0,584,53,1,47,1,32,1,41,1,52,1,45.0,1.0
府中競馬正門前,2400402,['京王競馬場線'],東京都,府中市,183-0016,八幡町１-１８,35.668288,139.485019,1,4.291631127196723,0.08887332368092382,0.08456771776380761,23,0,0,1,74,14,2,1,12,2,3,2,0,547,51,2,57,2,27,1,41,2,42,2,43.6,1.8
座間,2500131,['小田急線'],神奈川県,座間市,252-0028,入谷東三丁目60番1号,35.480913,139.399899,1,5.033517947443237,0.0762118284181899,0.11674669166988248,10,1,0,0,15,3,3,0,4,1,0,1,0,62,68,1,74,1,49,0,58,1,59,1,61.6,0.8
弁天橋,1130404,['JR鶴見線'],神奈川県,横浜市鶴見区,230-0045,末広町１丁目,35.495758,139.689451,1,3.627048318591514,0.06043378921015746,0.09172400139804088,12,0,0,1,6,3,3,0,4,4,0,1,0,76,38,1,27,1,58,2,43,2,67,2,46.6,1.6
弘明寺(京急線),2700132,['京急本線'],神奈川県,横浜市南区,232-0067,弘明寺町267,35.42437,139.596791,1,4.131870839257392,0.05866811177290164,0.1028185472797692,25,0,0,0,34,8,3,2,9,3,0,6,1,235,48,1,37,0,62,1,55,1,71,1,54.6,0.8
弘明寺(横浜市営),9931621,['ブルーライン'],神奈川県,横浜市南区,232-0056,通町四丁目114,35.423294,139.602081,1,4.131870839257392,0.06711650039481724,0.09628450865398794,25,0,0,0,37,9,4,3,10,2,0,5,0,225,39,1,32,1,44,1,55,1,49,1,43.8,1.0
弥生台,2900204,['相鉄いずみ野線'],神奈川県,横浜市泉区,245-0008,弥生台５-２,35.429933,139.506615,1,3.3760753124492777,0.09544347698165827,0.24150608966832515,18,0,0,1,16,4,1,1,7,1,0,3,0,39,47,1,40,1,52,1,47,1,57,1,48.6,1.0
後楽園,2800204,"['東京メトロ南北線', '東京メトロ丸ノ内線']",東京都,文京区,112-0003,春日１-２-３,35.707898,139.751864,2,4.1506617392729055,0.06775040449160528,0.07533475027468688,6,2,0,2,108,10,4,5,9,4,4,4,0,1244,5,0,16,1,11,1,15,1,7,0,10.8,0.6
御嶽山,2600510,['東急池上線'],東京都,大田区,145-0073,北嶺町３２-１７,35.585236,139.682473,1,5.695304023807598,0.08087832964261892,0.11474845825275135,34,0,0,0,58,19,6,3,3,3,0,1,0,196,36,1,23,1,33,1,26,1,42,1,32.0,1.0
御徒町,1130221,"['JR京浜東北線', 'JR山手線']",東京都,台東区,110-0005,上野五丁目27,35.707282,139.774727,2,12.394420239002793,0.05464627811271613,0.055009750437327504,11,0,1,4,120,15,5,1,16,7,3,9,1,3056,7,0,17,1,21,1,18,0,18,0,16.2,0.4
御茶ノ水,1131203,"['JR中央線(快速)', 'JR中央・総武線', '東京メトロ丸ノ内線']",東京都,千代田区,101-0062,神田駿河台２丁目,35.699605,139.764955,3,32.66787658802178,0.0497900254568338,0.05117976572890901,14,0,0,13,156,15,5,5,17,1,2,12,0,3074,3,0,14,1,10,0,17,1,9,0,10.6,0.4
